solution_id,global_position,booth_label,booth_id,job_index,job_id,feeder_index,part_id,topcoat
0,65,PB1,1,110,J000026,111,front_bumper_a,C_MILAN_SILVER
0,66,PB2,2,38,J000041,39,front_bumper_d,C_OBSIDIAN_BLACK
0,67,PB1,1,109,J000009,110,middle_spoiler_a,C_MILAN_SILVER
0,68,PB2,2,37,J000040,38,front_bumper_d,C_OBSIDIAN_BLACK
0,69,PB1,1,136,J000085,137,rear_bumper_a,C_SAPPHIRE_BLUE
0,70,PB2,2,168,J000142,169,threshold_a,C_RUBY_RED
0,71,PB1,1,28,J000006,29,middle_spoiler_a,C_OBSIDIAN_BLACK
0,72,PB2,2,33,J000034,34,front_bumper_c,C_OBSIDIAN_BLACK
0,73,PB1,1,10,J000174,11,threshold_trim_a,C_IRIDIUM_SILVER
0,74,PB2,2,69,J000022,70,front_bumper_a,C_POLAR_WHITE
0,75,PB1,1,125,J000152,126,threshold_a,C_POLAR_WHITE
0,76,PB2,2,105,J000107,106,rear_bumper_e,C_POLAR_WHITE
0,77,PB1,1,181,J000136,182,rim_decoration_b,C_DENIM_BLUE
0,78,PB2,2,179,J000075,180,front_bumper_g,C_UNIVERSE_BLACK
0,79,PB1,1,80,J000113,81,rear_bumper_f,C_OBSIDIAN_BLACK
0,80,PB2,2,161,J000082,162,rear_bumper_a,C_RUBY_RED
0,81,PB1,1,119,J000181,120,radar_bracket_d,C_MILAN_SILVER
0,82,PB2,2,107,J000134,108,rim_decoration_a,C_POLAR_WHITE
0,83,PB1,1,134,J000032,135,front_bumper_c,C_SAPPHIRE_BLUE
0,84,PB2,2,175,J000162,176,threshold_b,C_DIAMOND_WHITE
0,85,PB1,1,84,J000157,85,threshold_b,C_OBSIDIAN_BLACK
0,86,PB2,2,34,J000035,35,front_bumper_c,C_OBSIDIAN_BLACK
0,87,PB1,1,2,J000003,3,upper_grille_b,C_IRIDIUM_SILVER
0,88,PB2,2,104,J000091,105,rear_bumper_a,C_POLAR_WHITE
0,89,PB1,1,65,J000018,66,front_bumper_a,C_POLAR_WHITE
0,90,PB2,2,149,J000077,150,front_bumper_g,C_DIAMOND_WHITE
0,91,PB1,1,23,J000108,24,rear_bumper_f,C_SHINING_BLUE
0,92,PB2,2,128,J000169,129,threshold_d,C_POLAR_WHITE
0,93,PB1,1,3,J000004,4,upper_grille_b,C_IRIDIUM_SILVER
0,94,PB2,2,177,J000179,178,radar_bracket_c,C_DIAMOND_WHITE
0,95,PB1,1,43,J000046,44,front_bumper_d,C_OBSIDIAN_BLACK
0,96,PB2,2,18,J000051,19,front_bumper_e,C_SHINING_BLUE
0,97,PB1,1,169,J000143,170,threshold_a,C_RUBY_RED
0,98,PB2,2,115,J000120,116,rear_bumper_g,C_MILAN_SILVER
0,99,PB1,1,58,J000100,59,rear_bumper_c,C_OBSIDIAN_BLACK
0,100,PB2,2,156,J000121,157,rear_bumper_g,C_DIAMOND_WHITE
0,101,PB1,1,8,J000154,9,threshold_a,C_IRIDIUM_SILVER
0,102,PB2,2,148,J000062,149,front_bumper_e,C_DIAMOND_WHITE
0,103,PB1,1,121,J000148,122,threshold_a,C_POLAR_WHITE
0,104,PB2,2,159,J000052,160,front_bumper_e,C_RUBY_RED
0,105,PB1,1,62,J000007,63,middle_spoiler_a,C_POLAR_WHITE
0,106,PB2,2,85,J000158,86,threshold_b,C_OBSIDIAN_BLACK
0,107,PB1,1,137,J000094,138,rear_bumper_c,C_SAPPHIRE_BLUE
0,108,PB2,2,53,J000095,54,rear_bumper_c,C_OBSIDIAN_BLACK
0,109,PB1,1,60,J000102,61,rear_bumper_c,C_OBSIDIAN_BLACK
0,110,PB2,2,50,J000054,51,front_bumper_e,C_OBSIDIAN_BLACK
0,111,PB1,1,131,J000178,132,radar_bracket_b,C_POLAR_WHITE
0,112,PB2,2,152,J000116,153,rear_bumper_f,C_DIAMOND_WHITE
0,113,PB1,1,157,J000122,158,rear_bumper_g,C_DIAMOND_WHITE
0,114,PB2,2,145,J000059,146,front_bumper_e,C_DIAMOND_WHITE
0,115,PB1,1,44,J000139,45,threshold_a,C_SHINING_BLUE
0,116,PB2,2,146,J000060,147,front_bumper_e,C_DIAMOND_WHITE
0,117,PB1,1,24,J000109,25,rear_bumper_f,C_SHINING_BLUE
0,118,PB2,2,127,J000168,128,threshold_d,C_POLAR_WHITE
0,119,PB1,1,139,J000133,140,rim_decoration_a,C_SAPPHIRE_BLUE
0,120,PB2,2,94,J000070,95,front_bumper_f,C_POLAR_WHITE
0,121,PB1,1,90,J000165,91,threshold_c,C_OBSIDIAN_BLACK
0,122,PB1,1,29,J000014,30,front_bumper_a,C_OBSIDIAN_BLACK
0,123,PB2,2,124,J000151,125,threshold_a,C_POLAR_WHITE
0,124,PB2,2,97,J000073,98,front_bumper_f,C_POLAR_WHITE
0,125,PB1,1,74,J000065,75,front_bumper_f,C_POLAR_WHITE
0,126,PB2,2,51,J000055,52,front_bumper_e,C_OBSIDIAN_BLACK
0,127,PB1,1,140,J000145,141,threshold_a,C_SAPPHIRE_BLUE
0,128,PB2,2,160,J000081,161,rear_bumper_a,C_RUBY_RED
0,129,PB1,1,138,J000128,139,shell_a,C_SAPPHIRE_BLUE
0,130,PB2,2,180,J000130,181,shell_a,C_DENIM_BLUE
0,131,PB1,1,42,J000045,43,front_bumper_d,C_OBSIDIAN_BLACK
0,132,PB2,2,35,J000036,36,front_bumper_c,C_OBSIDIAN_BLACK
0,133,PB1,1,99,J000086,100,rear_bumper_a,C_POLAR_WHITE
0,134,PB2,2,162,J000083,163,rear_bumper_a,C_RUBY_RED
0,135,PB1,1,12,J000005,13,middle_spoiler_a,C_SHINING_BLUE
0,136,PB2,2,101,J000088,102,rear_bumper_a,C_POLAR_WHITE
0,137,PB1,1,170,J000144,171,threshold_a,C_RUBY_RED
0,138,PB2,2,155,J000119,156,rear_bumper_f,C_DIAMOND_WHITE
0,139,PB1,1,166,J000127,167,shell_a,C_RUBY_RED
0,140,PB2,2,154,J000118,155,rear_bumper_f,C_DIAMOND_WHITE
0,141,PB1,1,11,J000175,12,threshold_trim_a,C_IRIDIUM_SILVER
0,142,PB2,2,17,J000050,18,front_bumper_e,C_SHINING_BLUE
0,143,PB1,1,76,J000067,77,front_bumper_f,C_POLAR_WHITE
0,144,PB2,2,46,J000047,47,front_bumper_d,C_OBSIDIAN_BLACK
0,145,PB1,1,22,J000080,23,rear_bumper_a,C_SHINING_BLUE
0,146,PB1,1,9,J000173,10,threshold_trim_a,C_IRIDIUM_SILVER
0,147,PB1,1,112,J000076,113,front_bumper_g,C_MILAN_SILVER
0,148,PB2,2,176,J000163,177,threshold_b,C_DIAMOND_WHITE
0,149,PB2,2,39,J000042,40,front_bumper_d,C_OBSIDIAN_BLACK
0,150,PB2,2,7,J000106,8,rear_bumper_d,C_IRIDIUM_SILVER
0,151,PB1,1,75,J000066,76,front_bumper_f,C_POLAR_WHITE
0,152,PB2,2,96,J000072,97,front_bumper_f,C_POLAR_WHITE
0,153,PB1,1,143,J000038,144,front_bumper_c,C_DIAMOND_WHITE
0,154,PB2,2,153,J000117,154,rear_bumper_f,C_DIAMOND_WHITE
0,155,PB1,1,133,J000028,134,front_bumper_b,C_SAPPHIRE_BLUE
0,156,PB2,2,52,J000056,53,front_bumper_e,C_OBSIDIAN_BLACK
0,157,PB1,1,56,J000098,57,rear_bumper_c,C_OBSIDIAN_BLACK
0,158,PB2,2,16,J000031,17,front_bumper_c,C_SHINING_BLUE
0,159,PB1,1,132,J000013,133,front_bumper_a,C_SAPPHIRE_BLUE
0,160,PB2,2,164,J000110,165,rear_bumper_f,C_RUBY_RED
0,161,PB1,1,81,J000114,82,rear_bumper_f,C_OBSIDIAN_BLACK
0,162,PB2,2,118,J000172,119,threshold_e,C_MILAN_SILVER
0,163,PB1,1,83,J000156,84,threshold_b,C_OBSIDIAN_BLACK
0,164,PB2,2,54,J000096,55,rear_bumper_c,C_OBSIDIAN_BLACK
0,165,PB1,1,68,J000021,69,front_bumper_a,C_POLAR_WHITE
0,166,PB2,2,36,J000037,37,front_bumper_c,C_OBSIDIAN_BLACK
0,167,PB1,1,82,J000146,83,threshold_a,C_OBSIDIAN_BLACK
0,168,PB2,2,106,J000129,107,shell_a,C_POLAR_WHITE
0,169,PB1,1,111,J000057,112,front_bumper_e,C_MILAN_SILVER
0,170,PB2,2,178,J000183,179,radar_bracket_e,C_DIAMOND_WHITE
0,171,PB1,1,141,J000177,142,radar_bracket_b,C_SAPPHIRE_BLUE
0,172,PB2,2,93,J000069,94,front_bumper_f,C_POLAR_WHITE
0,173,PB1,1,32,J000033,33,front_bumper_c,C_OBSIDIAN_BLACK
0,174,PB2,2,108,J000135,109,rim_decoration_a,C_POLAR_WHITE
0,175,PB1,1,126,J000167,127,threshold_d,C_POLAR_WHITE
0,176,PB2,2,123,J000150,124,threshold_a,C_POLAR_WHITE
0,177,PB1,1,40,J000043,41,front_bumper_d,C_OBSIDIAN_BLACK
0,178,PB2,2,98,J000074,99,front_bumper_f,C_POLAR_WHITE
0,179,PB1,1,172,J000124,173,rear_bumper_g,C_DIAMOND_WHITE
0,180,PB2,2,92,J000180,93,radar_bracket_d,C_OBSIDIAN_BLACK
0,181,PB1,1,129,J000170,130,threshold_d,C_POLAR_WHITE
0,182,PB2,2,122,J000149,123,threshold_a,C_POLAR_WHITE
1,0,PB2,2,78,J000105,79,rear_bumper_d,C_OBSIDIAN_BLACK
1,1,PB1,1,31,J000016,32,front_bumper_a,C_OBSIDIAN_BLACK
1,2,PB2,2,87,J000160,88,threshold_b,C_OBSIDIAN_BLACK
1,3,PB1,1,64,J000017,65,front_bumper_a,C_POLAR_WHITE
1,4,PB2,2,102,J000089,103,rear_bumper_a,C_POLAR_WHITE
1,5,PB1,1,144,J000058,145,front_bumper_e,C_DIAMOND_WHITE
1,6,PB2,2,95,J000071,96,front_bumper_f,C_POLAR_WHITE
1,7,PB1,1,89,J000164,90,threshold_c,C_OBSIDIAN_BLACK
1,8,PB2,2,147,J000061,148,front_bumper_e,C_DIAMOND_WHITE
1,9,PB1,1,55,J000097,56,rear_bumper_c,C_OBSIDIAN_BLACK
1,10,PB2,2,174,J000137,175,rim_decoration_b,C_DIAMOND_WHITE
1,11,PB1,1,59,J000101,60,rear_bumper_c,C_OBSIDIAN_BLACK
1,12,PB2,2,49,J000053,50,front_bumper_e,C_OBSIDIAN_BLACK
1,13,PB1,1,71,J000024,72,front_bumper_a,C_POLAR_WHITE
1,14,PB2,2,21,J000079,22,rear_bumper_a,C_SHINING_BLUE
1,15,PB1,1,63,J000008,64,middle_spoiler_a,C_POLAR_WHITE
1,16,PB2,2,114,J000115,115,rear_bumper_f,C_MILAN_SILVER
1,17,PB1,1,120,J000147,121,threshold_a,C_POLAR_WHITE
1,18,PB2,2,47,J000048,48,front_bumper_d,C_OBSIDIAN_BLACK
1,19,PB1,1,57,J000099,58,rear_bumper_c,C_OBSIDIAN_BLACK
1,20,PB2,2,167,J000141,168,threshold_a,C_RUBY_RED
1,21,PB1,1,26,J000132,27,rim_decoration_a,C_SHINING_BLUE
1,22,PB2,2,20,J000064,21,front_bumper_f,C_SHINING_BLUE
1,23,PB1,1,5,J000030,6,front_bumper_b,C_IRIDIUM_SILVER
1,24,PB2,2,113,J000093,114,rear_bumper_b,C_MILAN_SILVER
1,25,PB1,1,77,J000068,78,front_bumper_f,C_POLAR_WHITE
1,26,PB2,2,100,J000087,101,rear_bumper_a,C_POLAR_WHITE
1,27,PB1,1,66,J000019,67,front_bumper_a,C_POLAR_WHITE
1,28,PB2,2,150,J000078,151,front_bumper_g,C_DIAMOND_WHITE
1,29,PB1,1,25,J000126,26,shell_a,C_SHINING_BLUE
1,30,PB2,2,91,J000166,92,threshold_c,C_OBSIDIAN_BLACK
1,31,PB1,1,67,J000020,68,front_bumper_a,C_POLAR_WHITE
1,32,PB2,2,0,J000001,1,upper_grille_a,C_IRIDIUM_SILVER
1,33,PB1,1,171,J000176,172,radar_bracket_a,C_RUBY_RED
1,34,PB2,2,30,J000015,31,front_bumper_a,C_OBSIDIAN_BLACK
1,35,PB1,1,165,J000111,166,rear_bumper_f,C_RUBY_RED
1,36,PB2,2,88,J000161,89,threshold_b,C_OBSIDIAN_BLACK
1,37,PB1,1,158,J000123,159,rear_bumper_g,C_DIAMOND_WHITE
1,38,PB2,2,14,J000011,15,front_bumper_a,C_SHINING_BLUE
1,39,PB1,1,142,J000155,143,threshold_b,C_SAPPHIRE_BLUE
1,40,PB2,2,19,J000063,20,front_bumper_f,C_SHINING_BLUE
1,41,PB1,1,41,J000044,42,front_bumper_d,C_OBSIDIAN_BLACK
1,42,PB2,2,117,J000153,118,threshold_a,C_MILAN_SILVER
1,43,PB1,1,79,J000112,80,rear_bumper_f,C_OBSIDIAN_BLACK
1,44,PB2,2,48,J000049,49,front_bumper_d,C_OBSIDIAN_BLACK
1,45,PB1,1,130,J000171,131,threshold_d,C_POLAR_WHITE
1,46,PB2,2,1,J000002,2,upper_grille_a,C_IRIDIUM_SILVER
1,47,PB1,1,27,J000138,28,threshold_a,C_SHINING_BLUE
1,48,PB2,2,163,J000084,164,rear_bumper_a,C_RUBY_RED
1,49,PB1,1,173,J000125,174,rear_bumper_g,C_DIAMOND_WHITE
1,50,PB2,2,103,J000090,104,rear_bumper_a,C_POLAR_WHITE
1,51,PB1,1,70,J000023,71,front_bumper_a,C_POLAR_WHITE
1,52,PB2,2,151,J000104,152,rear_bumper_c,C_DIAMOND_WHITE
1,53,PB1,1,4,J000027,5,front_bumper_a,C_IRIDIUM_SILVER
1,54,PB2,2,86,J000159,87,threshold_b,C_OBSIDIAN_BLACK
1,55,PB2,2,13,J000010,14,front_bumper_a,C_SHINING_BLUE
1,56,PB1,1,182,J000182,183,radar_bracket_e,C_DENIM_BLUE
1,57,PB1,1,61,J000103,62,rear_bumper_c,C_OBSIDIAN_BLACK
1,58,PB2,2,116,J000131,117,shell_a,C_MILAN_SILVER
1,59,PB1,1,73,J000029,74,front_bumper_b,C_POLAR_WHITE
1,60,PB2,2,15,J000012,16,front_bumper_a,C_SHINING_BLUE
1,61,PB1,1,72,J000025,73,front_bumper_a,C_POLAR_WHITE
1,62,PB2,2,6,J000092,7,rear_bumper_a,C_IRIDIUM_SILVER
1,63,PB1,1,135,J000039,136,front_bumper_d,C_SAPPHIRE_BLUE
1,64,PB2,2,45,J000140,46,threshold_a,C_SHINING_BLUE
1,65,PB1,1,110,J000026,111,front_bumper_a,C_MILAN_SILVER
1,66,PB2,2,38,J000041,39,front_bumper_d,C_OBSIDIAN_BLACK
1,67,PB1,1,109,J000009,110,middle_spoiler_a,C_MILAN_SILVER
1,68,PB2,2,37,J000040,38,front_bumper_d,C_OBSIDIAN_BLACK
1,69,PB1,1,136,J000085,137,rear_bumper_a,C_SAPPHIRE_BLUE
1,70,PB2,2,168,J000142,169,threshold_a,C_RUBY_RED
1,71,PB1,1,28,J000006,29,middle_spoiler_a,C_OBSIDIAN_BLACK
1,72,PB2,2,33,J000034,34,front_bumper_c,C_OBSIDIAN_BLACK
1,73,PB1,1,10,J000174,11,threshold_trim_a,C_IRIDIUM_SILVER
1,74,PB2,2,69,J000022,70,front_bumper_a,C_POLAR_WHITE
1,75,PB1,1,125,J000152,126,threshold_a,C_POLAR_WHITE
1,76,PB2,2,105,J000107,106,rear_bumper_e,C_POLAR_WHITE
1,77,PB1,1,181,J000136,182,rim_decoration_b,C_DENIM_BLUE
1,78,PB2,2,179,J000075,180,front_bumper_g,C_UNIVERSE_BLACK
1,79,PB1,1,80,J000113,81,rear_bumper_f,C_OBSIDIAN_BLACK
1,80,PB2,2,161,J000082,162,rear_bumper_a,C_RUBY_RED
1,81,PB1,1,119,J000181,120,radar_bracket_d,C_MILAN_SILVER
1,82,PB2,2,107,J000134,108,rim_decoration_a,C_POLAR_WHITE
1,83,PB1,1,134,J000032,135,front_bumper_c,C_SAPPHIRE_BLUE
1,84,PB2,2,175,J000162,176,threshold_b,C_DIAMOND_WHITE
1,85,PB1,1,84,J000157,85,threshold_b,C_OBSIDIAN_BLACK
1,86,PB2,2,34,J000035,35,front_bumper_c,C_OBSIDIAN_BLACK
1,87,PB1,1,2,J000003,3,upper_grille_b,C_IRIDIUM_SILVER
1,88,PB2,2,104,J000091,105,rear_bumper_a,C_POLAR_WHITE
1,89,PB1,1,65,J000018,66,front_bumper_a,C_POLAR_WHITE
1,90,PB2,2,149,J000077,150,front_bumper_g,C_DIAMOND_WHITE
1,91,PB1,1,23,J000108,24,rear_bumper_f,C_SHINING_BLUE
1,92,PB2,2,128,J000169,129,threshold_d,C_POLAR_WHITE
1,93,PB1,1,3,J000004,4,upper_grille_b,C_IRIDIUM_SILVER
1,94,PB2,2,177,J000179,178,radar_bracket_c,C_DIAMOND_WHITE
1,95,PB1,1,43,J000046,44,front_bumper_d,C_OBSIDIAN_BLACK
1,96,PB2,2,18,J000051,19,front_bumper_e,C_SHINING_BLUE
1,97,PB1,1,169,J000143,170,threshold_a,C_RUBY_RED
1,98,PB2,2,115,J000120,116,rear_bumper_g,C_MILAN_SILVER
1,99,PB1,1,58,J000100,59,rear_bumper_c,C_OBSIDIAN_BLACK
1,100,PB2,2,156,J000121,157,rear_bumper_g,C_DIAMOND_WHITE
1,101,PB1,1,8,J000154,9,threshold_a,C_IRIDIUM_SILVER
1,102,PB2,2,148,J000062,149,front_bumper_e,C_DIAMOND_WHITE
1,103,PB1,1,121,J000148,122,threshold_a,C_POLAR_WHITE
1,104,PB2,2,159,J000052,160,front_bumper_e,C_RUBY_RED
1,105,PB1,1,62,J000007,63,middle_spoiler_a,C_POLAR_WHITE
1,106,PB2,2,85,J000158,86,threshold_b,C_OBSIDIAN_BLACK
1,107,PB1,1,137,J000094,138,rear_bumper_c,C_SAPPHIRE_BLUE
1,108,PB2,2,53,J000095,54,rear_bumper_c,C_OBSIDIAN_BLACK
1,109,PB1,1,60,J000102,61,rear_bumper_c,C_OBSIDIAN_BLACK
1,110,PB2,2,50,J000054,51,front_bumper_e,C_OBSIDIAN_BLACK
1,111,PB1,1,131,J000178,132,radar_bracket_b,C_POLAR_WHITE
1,112,PB2,2,152,J000116,153,rear_bumper_f,C_DIAMOND_WHITE
1,113,PB1,1,157,J000122,158,rear_bumper_g,C_DIAMOND_WHITE
1,114,PB2,2,145,J000059,146,front_bumper_e,C_DIAMOND_WHITE
1,115,PB1,1,44,J000139,45,threshold_a,C_SHINING_BLUE
1,116,PB2,2,146,J000060,147,front_bumper_e,C_DIAMOND_WHITE
1,117,PB1,1,24,J000109,25,rear_bumper_f,C_SHINING_BLUE
1,118,PB2,2,127,J000168,128,threshold_d,C_POLAR_WHITE
1,119,PB1,1,139,J000133,140,rim_decoration_a,C_SAPPHIRE_BLUE
1,120,PB2,2,94,J000070,95,front_bumper_f,C_POLAR_WHITE
1,121,PB1,1,90,J000165,91,threshold_c,C_OBSIDIAN_BLACK
1,122,PB1,1,29,J000014,30,front_bumper_a,C_OBSIDIAN_BLACK
1,123,PB2,2,124,J000151,125,threshold_a,C_POLAR_WHITE
1,124,PB2,2,97,J000073,98,front_bumper_f,C_POLAR_WHITE
1,125,PB1,1,74,J000065,75,front_bumper_f,C_POLAR_WHITE
1,126,PB2,2,51,J000055,52,front_bumper_e,C_OBSIDIAN_BLACK
1,127,PB1,1,140,J000145,141,threshold_a,C_SAPPHIRE_BLUE
1,128,PB2,2,160,J000081,161,rear_bumper_a,C_RUBY_RED
1,129,PB1,1,138,J000128,139,shell_a,C_SAPPHIRE_BLUE
1,130,PB2,2,180,J000130,181,shell_a,C_DENIM_BLUE
1,131,PB1,1,42,J000045,43,front_bumper_d,C_OBSIDIAN_BLACK
1,132,PB2,2,35,J000036,36,front_bumper_c,C_OBSIDIAN_BLACK
1,133,PB1,1,99,J000086,100,rear_bumper_a,C_POLAR_WHITE
1,134,PB2,2,162,J000083,163,rear_bumper_a,C_RUBY_RED
1,135,PB1,1,12,J000005,13,middle_spoiler_a,C_SHINING_BLUE
1,136,PB2,2,101,J000088,102,rear_bumper_a,C_POLAR_WHITE
1,137,PB1,1,170,J000144,171,threshold_a,C_RUBY_RED
1,138,PB2,2,155,J000119,156,rear_bumper_f,C_DIAMOND_WHITE
1,139,PB1,1,166,J000127,167,shell_a,C_RUBY_RED
1,140,PB2,2,154,J000118,155,rear_bumper_f,C_DIAMOND_WHITE
1,141,PB1,1,11,J000175,12,threshold_trim_a,C_IRIDIUM_SILVER
1,142,PB2,2,17,J000050,18,front_bumper_e,C_SHINING_BLUE
1,143,PB1,1,76,J000067,77,front_bumper_f,C_POLAR_WHITE
1,144,PB2,2,46,J000047,47,front_bumper_d,C_OBSIDIAN_BLACK
1,145,PB1,1,22,J000080,23,rear_bumper_a,C_SHINING_BLUE
1,146,PB1,1,9,J000173,10,threshold_trim_a,C_IRIDIUM_SILVER
1,147,PB1,1,112,J000076,113,front_bumper_g,C_MILAN_SILVER
1,148,PB2,2,176,J000163,177,threshold_b,C_DIAMOND_WHITE
1,149,PB2,2,39,J000042,40,front_bumper_d,C_OBSIDIAN_BLACK
1,150,PB2,2,7,J000106,8,rear_bumper_d,C_IRIDIUM_SILVER
1,151,PB1,1,75,J000066,76,front_bumper_f,C_POLAR_WHITE
1,152,PB2,2,96,J000072,97,front_bumper_f,C_POLAR_WHITE
1,153,PB1,1,143,J000038,144,front_bumper_c,C_DIAMOND_WHITE
1,154,PB2,2,153,J000117,154,rear_bumper_f,C_DIAMOND_WHITE
1,155,PB1,1,133,J000028,134,front_bumper_b,C_SAPPHIRE_BLUE
1,156,PB2,2,52,J000056,53,front_bumper_e,C_OBSIDIAN_BLACK
1,157,PB1,1,56,J000098,57,rear_bumper_c,C_OBSIDIAN_BLACK
1,158,PB2,2,16,J000031,17,front_bumper_c,C_SHINING_BLUE
1,159,PB1,1,132,J000013,133,front_bumper_a,C_SAPPHIRE_BLUE
1,160,PB2,2,164,J000110,165,rear_bumper_f,C_RUBY_RED
1,161,PB1,1,81,J000114,82,rear_bumper_f,C_OBSIDIAN_BLACK
1,162,PB2,2,118,J000172,119,threshold_e,C_MILAN_SILVER
1,163,PB1,1,83,J000156,84,threshold_b,C_OBSIDIAN_BLACK
1,164,PB2,2,54,J000096,55,rear_bumper_c,C_OBSIDIAN_BLACK
1,165,PB1,1,68,J000021,69,front_bumper_a,C_POLAR_WHITE
1,166,PB2,2,36,J000037,37,front_bumper_c,C_OBSIDIAN_BLACK
1,167,PB1,1,82,J000146,83,threshold_a,C_OBSIDIAN_BLACK
1,168,PB2,2,106,J000129,107,shell_a,C_POLAR_WHITE
